date,symbol,Open,High,Low,Close,Volume
2024-06-03,POLYPLEX.NS,804.0897,804.0897,789.3268,795.9209,94897
2024-06-03,POONAWALLA.NS,469.0,469.0,446.7,450.95,1405699
2024-06-03,POWERGRID.NS,313.5036,326.3245,304.7068,315.9836,55218939
2024-06-03,PRAJIND.NS,530.5808,534.4523,516.4501,531.4035,2205258
2024-06-03,PRSMJOHNSN.NS,152.95,154.9,150.05,154.0,226888
2024-06-03,PTC.NS,177.0738,177.0738,169.4849,173.3584,2280449
2024-06-03,PUNJABCHEM.NS,1172.7902,1178.3507,1075.3804,1092.1118,21124
2024-06-03,PURVA.NS,425.0,425.0,412.0,417.8,142902
2024-06-03,RADICO.NS,1584.4024,1612.2512,1574.8044,1608.0242,148487
2024-06-03,RAIN.NS,165.0877,165.3334,159.2409,159.7322,1940187
2024-06-03,RAJESHEXPO.NS,300.0,303.95,287.3,288.35,626947
2024-06-03,RALLIS.NS,260.8894,261.3792,253.3948,255.5991,343056
2024-06-03,RAMCOCEM.NS,769.5301,776.4771,750.3761,767.4955,1118819
2024-06-03,RAMCOIND.NS,234.6219,239.5717,222.8908,229.3751,178879
2024-06-03,RATNAMANI.NS,3445.4681,3472.0854,3277.8773,3323.5706,147314
2024-06-03,RAYMOND.NS,2271.0491,2287.4843,2226.7238,2254.2651,180892
2024-06-03,RCF.NS,156.3235,158.7842,151.161,156.227,7695333
2024-06-03,RECLTD.NS,517.5803,544.2652,509.1181,541.3102,42463764
2024-06-03,REDINGTON.NS,187.2175,191.1711,185.1244,189.7757,1182833
2024-06-03,RELAXO.NS,784.2581,797.8659,769.5245,772.8041,60312
2024-06-03,RELIANCE.NS,1465.3293,1496.4539,1441.6152,1492.3286,21527942
2024-06-03,RELIGARE.NS,209.9,220.4,208.15,219.95,4861655
2024-06-03,RELINFRA.NS,179.0,179.95,165.0,173.25,2948747
2024-06-03,RENUKA.NS,41.5,41.8,40.65,41.0,5542324
2024-06-03,REPCOHOME.NS,472.4741,476.3797,454.2483,463.2166,180514
2024-06-03,RESPONIND.NS,318.4864,318.4864,309.5494,311.0472,195541
2024-06-03,RHIM.NS,718.4112,718.4112,695.1858,701.4842,470737
2024-06-03,RKFORGE.NS,696.9434,718.449,682.0089,706.2028,936259
2024-06-03,RPOWER.NS,25.75,25.75,25.2,25.75,26919726
2024-06-03,RSYSTEMS.NS,428.5455,432.6341,413.7123,415.8517,56189
